Sex,AgeClass,WeightClassKg,Equipment,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,IPFPoints,weight_bin
M,,124.7,Single-ply,204.12,165.56,238.14,419.16,120+
M,,124.7,Single-ply,226.8,140.61,204.12,397.22,120+
M,,124.7,Single-ply,215.46,131.54,199.58,381.08,120+
M,,124.7,Single-ply,204.12,131.54,201.85,389.32,120+
M,,124.7,Single-ply,204.12,138.35,185.97,378.28,120+
M,,124.7,Single-ply,219.99,127.01,165.56,377.91,120+
M,,124.7,Single-ply,195.04,122.47,195.04,363.05,120+
M,,124.7,Single-ply,181.44,129.27,183.7,361.8,120+
M,,124.7,Single-ply,165.56,129.27,190.51,348.93,120+
M,,124.7,Single-ply,185.97,104.33,188.24,348.49,120+
M,,124.7,Single-ply,170.1,120.2,188.24,340.98,120+
M,,124.7,Single-ply,181.44,104.33,185.97,348.14,120+
M,,124.7,Single-ply,163.29,113.4,165.56,334.8,120+
M,,124.7,Single-ply,158.76,122.47,147.42,320.67,120+
M,,124.7,Single-ply,156.49,117.93,151.95,320.22,120+
M,,124.7,Single-ply,158.76,90.72,145.15,289.65,120+
M,,124.7,Single-ply,163.29,65.77,163.29,299.89,120+
M,,51.7,Single-ply,86.18,52.16,108.86,335.56,<60
M,,55.7,Single-ply,129.27,88.45,145.15,429.06,<60
M,,55.7,Single-ply,129.27,70.31,145.15,419.04,<60
M,,59.8,Single-ply,172.37,108.86,181.44,522.78,<60
M,,59.8,Single-ply,151.95,83.91,149.69,429.81,<60
M,,59.8,Single-ply,145.15,81.65,133.81,415.72,<60
M,,59.8,Single-ply,111.13,81.65,136.08,380.96,<60
M,,59.8,Single-ply,102.06,72.57,145.15,366.69,<60
M,,59.8,Single-ply,124.74,65.77,120.2,363.79,<60
M,,67.1,Single-ply,158.76,92.99,170.1,434.17,60–75
M,,67.1,Single-ply,151.95,102.06,165.56,436.3,60–75
M,,67.1,Single-ply,154.22,90.72,167.83,427.44,60–75
M,,67.1,Single-ply,140.61,106.59,151.95,407.99,60–75
M,,67.1,Single-ply,145.15,83.91,158.76,408.29,60–75
M,,67.1,Single-ply,147.42,63.5,161.03,388.1,60–75
M,,67.1,Single-ply,124.74,63.5,161.03,377.91,60–75
M,,67.1,Single-ply,142.88,65.77,133.81,371.85,60–75
M,,67.1,Single-ply,113.4,47.63,147.42,351.98,60–75
M,,67.1,Single-ply,108.86,63.5,104.33,303.28,60–75
M,,74.8,Single-ply,208.65,108.86,174.63,458.1,60–75
M,,74.8,Single-ply,163.29,92.99,183.7,418.66,60–75
M,,74.8,Single-ply,170.1,92.99,167.83,419.56,60–75
M,,74.8,Single-ply,161.03,92.99,170.1,424.52,60–75
M,,74.8,Single-ply,108.86,72.57,161.03,335.89,60–75
M,,82.1,Single-ply,217.72,129.27,222.26,487.59,75–90
M,,82.1,Single-ply,195.04,122.47,199.58,454.23,75–90
M,,82.1,Single-ply,181.44,113.4,170.1,415.84,75–90
M,,82.1,Single-ply,149.69,124.74,151.95,383.79,75–90
M,,82.1,Single-ply,158.76,88.45,165.56,376.67,75–90
M,,82.1,Single-ply,138.35,92.99,154.22,353.91,75–90
M,,82.1,Single-ply,120.2,68.04,158.76,325.81,75–90
M,,89.8,Single-ply,206.38,127.01,204.12,445.77,75–90
M,,89.8,Single-ply,195.04,136.08,195.04,448.09,75–90
M,,89.8,Single-ply,174.63,115.67,195.04,403.56,75–90
M,,89.8,Single-ply,145.15,95.25,172.37,365.3,75–90
M,,89.8,Single-ply,138.35,90.72,163.29,342.94,75–90
M,,89.8,Single-ply,129.27,83.91,170.1,341.33,75–90
M,16-17,99.7,Single-ply,260.82,174.63,260.82,532.48,90–105
M,,99.7,Single-ply,204.12,120.2,201.85,422.4,90–105
M,,99.7,Single-ply,213.19,115.67,181.44,402.2,90–105
M,,99.7,Single-ply,172.37,111.13,206.38,388.34,90–105
M,,99.7,Single-ply,183.7,111.13,183.7,391.27,90–105
M,,99.7,Single-ply,176.9,95.25,174.63,366.23,90–105
M,,99.7,Single-ply,154.22,95.25,181.44,354.85,90–105
M,,99.7,Single-ply,147.42,90.72,151.95,330.28,90–105
M,,99.7,Single-ply,145.15,90.72,149.69,322.94,90–105
M,,99.7,Single-ply,113.4,56.7,147.42,277.94,90–105
M,,109.7,Single-ply,308.44,158.76,249.48,518.24,105–120
M,,109.7,Single-ply,235.87,158.76,233.6,461.32,105–120
M,,109.7,Single-ply,170.1,111.13,176.9,346.43,105–120
M,,109.7,Single-ply,147.42,95.25,165.56,315.79,105–120
M,,109.7,Single-ply,122.47,111.13,108.86,277.6,105–120
M,,124.7,Single-ply,249.48,156.49,249.48,465.15,120+
M,,124.7,Single-ply,240.4,145.15,226.8,426.05,120+
M,,124.7,Single-ply,231.33,129.27,231.33,424.4,120+
M,,124.7,Single-ply,235.87,145.15,201.85,413.99,120+
M,,55.7,Single-ply,127.01,68.04,136.08,404.33,<60
M,,59.8,Single-ply,124.74,74.84,113.4,367.99,<60
M,,67.1,Single-ply,158.76,99.79,149.69,416.52,60–75
M,,67.1,Single-ply,154.22,86.18,163.29,410.8,60–75
M,,67.1,Single-ply,131.54,88.45,149.69,383.34,60–75
M,,67.1,Single-ply,127.01,65.77,147.42,357.95,60–75
M,,67.1,Single-ply,113.4,56.7,127.01,339.8,60–75
M,,74.8,Single-ply,161.03,83.91,197.31,420.5,60–75
M,,74.8,Single-ply,158.76,104.33,163.29,411.68,60–75
M,,74.8,Single-ply,122.47,77.11,145.15,338.95,60–75
M,,82.1,Single-ply,183.7,122.47,165.56,424.61,75–90
M,,82.1,Single-ply,176.9,102.06,172.37,398.87,75–90
M,,82.1,Single-ply,158.76,90.72,142.88,367.75,75–90
M,,82.1,Single-ply,136.08,81.65,172.37,359.75,75–90
M,,82.1,Single-ply,140.61,92.99,151.95,360.54,75–90
M,,82.1,Single-ply,122.47,79.38,138.35,324.7,75–90
M,,82.1,Single-ply,117.93,70.31,142.88,319.86,75–90
M,18-19,82.1,Single-ply,102.06,77.11,138.35,306.06,75–90
M,,89.8,Single-ply,199.58,117.93,206.38,432.26,75–90
M,,89.8,Single-ply,181.44,113.4,204.12,415.0,75–90
M,,89.8,Single-ply,163.29,104.33,197.31,389.0,75–90
M,,89.8,Single-ply,147.42,92.99,174.63,365.31,75–90
M,,89.8,Single-ply,163.29,86.18,154.22,356.39,75–90
M,,89.8,Single-ply,131.54,88.45,167.83,340.62,75–90
M,,89.8,Single-ply,142.88,83.91,158.76,341.96,75–90
M,,89.8,Single-ply,142.88,88.45,149.69,339.66,75–90
M,,89.8,Single-ply,113.4,70.31,122.47,280.35,75–90
M,,99.7,Single-ply,185.97,122.47,188.24,390.63,90–105
M,,99.7,Single-ply,204.12,122.47,213.19,433.55,90–105
M,,99.7,Single-ply,176.9,106.59,195.04,396.52,90–105
M,,99.7,Single-ply,185.97,92.99,199.58,384.86,90–105
M,,99.7,Single-ply,181.44,102.06,190.51,381.74,90–105
M,,99.7,Single-ply,151.95,92.99,181.44,352.07,90–105
M,,99.7,Single-ply,149.69,90.72,172.37,341.77,90–105
M,,99.7,Single-ply,147.42,88.45,147.42,315.92,90–105
M,,99.7,Single-ply,136.08,86.18,149.69,315.91,90–105
M,,99.7,Single-ply,131.54,86.18,151.95,318.46,90–105
M,,99.7,Single-ply,133.81,88.45,131.54,302.49,90–105
M,,99.7,Single-ply,120.2,81.65,136.08,285.1,90–105
M,,109.7,Single-ply,199.58,102.06,192.78,377.43,105–120
M,,109.7,Single-ply,142.88,83.91,161.03,311.07,105–120
M,,124.7,Single-ply,238.14,136.08,240.4,425.92,120+
M,,124.7,Single-ply,242.67,122.47,226.8,407.2,120+
M,,124.7,Single-ply,208.65,154.22,204.12,406.02,120+
M,,124.7,Single-ply,204.12,124.74,197.31,380.94,120+
M,,124.7,Single-ply,195.04,122.47,206.38,368.16,120+
M,,124.7,Single-ply,163.29,104.33,183.7,340.04,120+
M,,124.7,Single-ply,156.49,106.59,183.7,338.5,120+
M,,124.7,Single-ply,158.76,92.99,181.44,325.34,120+
M,,124.7,Single-ply,124.74,86.18,145.15,276.84,120+
M,,124.7,Single-ply,102.06,72.57,124.74,241.17,120+
M,,51.7,Single-ply,108.86,65.77,115.67,438.13,<60
M,,51.7,Single-ply,88.45,61.23,102.06,380.9,<60
M,,51.7,Single-ply,83.91,45.36,97.52,342.11,<60
M,,51.7,Single-ply,79.38,43.09,90.72,303.62,<60
M,18-19,55.7,Single-ply,120.2,72.57,176.9,435.23,<60
M,,55.7,Single-ply,124.74,79.38,138.35,411.48,<60
M,,55.7,Single-ply,115.67,70.31,133.81,406.84,<60
M,,55.7,Single-ply,106.59,63.5,115.67,355.71,<60
M,,55.7,Single-ply,86.18,63.5,124.74,342.35,<60
M,,55.7,Single-ply,102.06,63.5,102.06,337.7,<60
M,,55.7,Single-ply,72.57,52.16,81.65,274.26,<60
M,,59.8,Single-ply,165.56,83.91,161.03,452.67,<60
M,,59.8,Single-ply,136.08,95.25,151.95,431.54,<60
M,,59.8,Single-ply,127.01,86.18,147.42,416.73,<60
M,,59.8,Single-ply,115.67,74.84,129.27,370.28,<60
M,,59.8,Single-ply,115.67,68.04,113.4,348.93,<60
M,,59.8,Single-ply,92.99,56.7,97.52,311.37,<60
M,,67.1,Single-ply,204.12,124.74,185.97,534.53,60–75
M,,67.1,Single-ply,195.04,90.72,199.58,508.3,60–75
M,,67.1,Single-ply,183.7,115.67,167.83,477.41,60–75
M,,67.1,Single-ply,142.88,83.91,163.29,423.96,60–75
M,,67.1,Single-ply,120.2,70.31,122.47,359.58,60–75
M,,67.1,Single-ply,117.93,74.84,120.2,338.47,60–75
M,,67.1,Single-ply,102.06,49.9,129.27,309.13,60–75
M,,67.1,Single-ply,106.59,45.36,122.47,318.68,60–75
M,,74.8,Single-ply,215.46,122.47,201.85,507.1,60–75
M,,74.8,Single-ply,172.37,113.4,197.31,451.83,60–75
M,,74.8,Single-ply,165.56,111.13,181.44,436.43,60–75
M,,74.8,Single-ply,165.56,95.25,192.78,448.77,60–75
M,,74.8,Single-ply,142.88,117.93,190.51,430.21,60–75
M,,74.8,Single-ply,179.17,102.06,158.76,416.44,60–75
M,,74.8,Single-ply,161.03,83.91,170.1,406.77,60–75
M,18-19,74.8,Single-ply,127.01,86.18,165.56,388.73,60–75
M,,74.8,Single-ply,136.08,88.45,131.54,356.55,60–75
M,,74.8,Single-ply,102.06,90.72,102.06,316.12,60–75
M,,74.8,Single-ply,83.91,54.43,95.25,248.61,60–75
M,,82.1,Single-ply,204.12,133.81,229.06,505.03,75–90
M,,82.1,Single-ply,204.12,136.08,226.8,494.28,75–90
M,,82.1,Single-ply,204.12,131.54,183.7,465.07,75–90
M,,82.1,Single-ply,192.78,124.74,197.31,463.2,75–90
M,,82.1,Single-ply,181.44,124.74,181.44,438.23,75–90
M,,82.1,Single-ply,170.1,120.2,181.44,426.23,75–90
M,,82.1,Single-ply,154.22,83.91,167.83,364.98,75–90
M,,82.1,Single-ply,117.93,79.38,131.54,319.19,75–90
M,,82.1,Single-ply,117.93,70.31,136.08,305.07,75–90
M,,89.8,Single-ply,244.94,127.01,249.48,506.34,75–90
M,,89.8,Single-ply,192.78,120.2,226.8,451.05,75–90
M,,89.8,Single-ply,226.8,124.74,179.17,442.4,75–90
M,,89.8,Single-ply,190.51,102.06,188.24,411.52,75–90
M,18-19,89.8,Single-ply,183.7,115.67,174.63,395.9,75–90
M,,89.8,Single-ply,183.7,104.33,183.7,400.6,75–90
M,,89.8,Single-ply,181.44,95.25,190.51,404.2,75–90
M,,89.8,Single-ply,147.42,97.52,183.7,365.34,75–90
M,,89.8,Single-ply,165.56,86.18,158.76,350.17,75–90
M,,89.8,Single-ply,133.81,88.45,147.42,331.1,75–90
M,,89.8,Single-ply,129.27,83.91,142.88,322.4,75–90
M,,89.8,Single-ply,142.88,70.31,133.81,307.56,75–90
M,,89.8,Single-ply,111.13,65.77,142.88,294.66,75–90
M,,99.7,Single-ply,215.46,124.74,195.04,417.56,90–105
M,,99.7,Single-ply,192.78,124.74,190.51,413.86,90–105
M,,99.7,Single-ply,183.7,122.47,174.63,380.01,90–105
M,,99.7,Single-ply,163.29,97.52,192.78,363.85,90–105
M,,99.7,Single-ply,154.22,104.33,149.69,329.91,90–105
M,,99.7,Single-ply,149.69,97.52,147.42,327.9,90–105
M,,99.7,Single-ply,136.08,95.25,161.03,329.82,90–105
M,,99.7,Single-ply,142.88,102.06,147.42,325.7,90–105
M,,109.7,Single-ply,254.01,161.03,256.28,486.38,105–120
M,,109.7,Single-ply,222.26,151.95,217.72,438.54,105–120
M,,109.7,Single-ply,190.51,115.67,185.97,377.08,105–120
M,,109.7,Single-ply,183.7,90.72,176.9,349.85,105–120
M,,109.7,Single-ply,140.61,77.11,158.76,302.52,105–120
M,,109.7,Single-ply,113.4,79.38,113.4,260.15,105–120
M,,124.7,Single-ply,272.16,129.27,265.35,456.23,120+
M,,124.7,Single-ply,231.33,131.54,219.99,411.57,120+
M,,124.7,Single-ply,256.28,124.74,183.7,392.96,120+
M,,124.7,Single-ply,219.99,124.74,197.31,386.24,120+
M,,124.7,Single-ply,208.65,142.88,190.51,377.33,120+
M,18-19,124.7,Single-ply,199.58,122.47,210.92,375.7,120+
M,,124.7,Single-ply,183.7,124.74,170.1,350.55,120+
M,,124.7,Single-ply,158.76,102.06,192.78,330.32,120+
M,,124.7,Single-ply,154.22,115.67,172.37,332.45,120+
M,,124.7,Single-ply,172.37,88.45,156.49,314.88,120+
M,,124.7,Single-ply,136.08,97.52,163.29,300.6,120+
M,,124.7,Single-ply,115.67,102.06,172.37,289.74,120+
M,,124.7,Single-ply,145.15,106.59,136.08,297.61,120+
M,,124.7,Single-ply,149.69,95.25,113.4,279.22,120+
M,,124.7,Single-ply,142.88,72.57,136.08,268.36,120+
M,,124.7,Single-ply,147.42,79.38,122.47,272.97,120+
M,,124.7,Single-ply,129.27,68.04,145.15,270.75,120+
M,,51.7,Single-ply,190.51,99.79,176.9,572.31,<60
M,,51.7,Single-ply,149.69,86.18,149.69,479.89,<60
M,,51.7,Single-ply,142.88,83.91,151.95,478.99,<60
M,,51.7,Single-ply,127.01,83.91,145.15,450.21,<60
M,,51.7,Single-ply,129.27,72.57,138.35,437.31,<60
M,,51.7,Single-ply,124.74,83.91,120.2,419.76,<60
M,,51.7,Single-ply,120.2,74.84,129.27,415.01,<60
M,,51.7,Single-ply,122.47,68.04,120.2,400.18,<60
M,,51.7,Single-ply,111.13,79.38,113.4,399.91,<60
M,,51.7,Single-ply,111.13,61.23,124.74,390.95,<60
M,,51.7,Single-ply,113.4,56.7,124.74,390.81,<60
M,,55.7,Single-ply,161.03,115.67,176.9,521.0,<60
M,,55.7,Single-ply,181.44,95.25,154.22,505.63,<60
M,,55.7,Single-ply,156.49,99.79,154.22,477.74,<60
M,,55.7,Single-ply,136.08,72.57,140.61,421.99,<60
M,,55.7,Single-ply,127.01,63.5,147.42,404.99,<60
M,,55.7,Single-ply,113.4,65.77,140.61,390.99,<60
M,,55.7,Single-ply,90.72,61.23,113.4,350.27,<60
M,,59.8,Single-ply,165.56,108.86,183.7,501.05,<60
M,,59.8,Single-ply,156.49,99.79,167.83,474.92,<60
M,,59.8,Single-ply,165.56,95.25,163.29,463.87,<60
M,,59.8,Single-ply,140.61,79.38,158.76,427.73,<60
M,,59.8,Single-ply,133.81,72.57,147.42,398.81,<60
M,,67.1,Single-ply,201.85,120.2,213.19,529.28,60–75
M,,67.1,Single-ply,217.72,120.2,192.78,523.37,60–75
M,,67.1,Single-ply,199.58,111.13,192.78,501.3,60–75
M,,67.1,Single-ply,188.24,122.47,185.97,495.86,60–75
M,,67.1,Single-ply,181.44,117.93,190.51,490.86,60–75
M,,67.1,Single-ply,192.78,102.06,192.78,488.89,60–75
M,,67.1,Single-ply,161.03,108.86,206.38,491.57,60–75
M,,67.1,Single-ply,190.51,92.99,185.97,470.09,60–75
M,,67.1,Single-ply,170.1,111.13,170.1,464.75,60–75
M,,67.1,Single-ply,163.29,95.25,172.37,445.46,60–75
M,16-17,74.8,Single-ply,249.48,149.69,199.58,553.33,60–75
M,18-19,74.8,Single-ply,249.48,138.35,204.12,542.14,60–75
M,,74.8,Single-ply,206.38,127.01,206.38,497.55,60–75
M,,74.8,Single-ply,197.31,108.86,190.51,462.8,60–75
M,,74.8,Single-ply,183.7,108.86,192.78,464.94,60–75
M,,74.8,Single-ply,170.1,106.59,181.44,443.15,60–75
M,,74.8,Single-ply,158.76,92.99,195.04,420.3,60–75
M,,82.1,Single-ply,278.96,170.1,235.87,581.81,75–90
M,,82.1,Single-ply,222.26,131.54,226.8,500.67,75–90
M,,82.1,Single-ply,217.72,136.08,195.04,478.75,75–90
M,,82.1,Single-ply,195.04,113.4,213.19,461.39,75–90
M,,82.1,Single-ply,181.44,106.59,206.38,452.09,75–90
M,,82.1,Single-ply,174.63,115.67,195.04,435.28,75–90
M,13-15,82.1,Single-ply,172.37,120.2,190.51,424.95,75–90
M,,82.1,Single-ply,192.78,92.99,188.24,434.7,75–90
M,,82.1,Single-ply,176.9,113.4,181.44,420.22,75–90
M,,82.1,Single-ply,142.88,111.13,172.37,384.54,75–90
M,,89.8,Single-ply,249.48,120.2,272.16,522.01,75–90
M,18-19,89.8,Single-ply,263.08,142.88,229.06,516.76,75–90
M,,89.8,Single-ply,242.67,142.88,249.48,515.28,75–90
M,,89.8,Single-ply,254.01,140.61,240.4,512.35,75–90
M,,89.8,Single-ply,256.28,127.01,244.94,519.16,75–90
M,,89.8,Single-ply,226.8,142.88,233.6,496.13,75–90
M,,89.8,Single-ply,231.33,142.88,210.92,483.79,75–90
M,,89.8,Single-ply,219.99,136.08,226.8,476.62,75–90
M,,89.8,Single-ply,226.8,122.47,217.72,462.58,75–90
M,,89.8,Single-ply,208.65,120.2,233.6,458.82,75–90
M,,89.8,Single-ply,195.04,158.76,201.85,454.47,75–90
M,,89.8,Single-ply,215.46,115.67,204.12,446.97,75–90
M,,89.8,Single-ply,222.26,122.47,185.97,440.35,75–90
M,,99.7,Single-ply,294.84,181.44,249.48,546.21,90–105
M,,99.7,Single-ply,290.3,172.37,258.55,547.93,90–105
M,,99.7,Single-ply,244.94,151.95,240.4,500.22,90–105
M,,99.7,Single-ply,278.96,122.47,235.87,492.62,90–105
M,,99.7,Single-ply,238.14,133.81,233.6,470.86,90–105
M,,99.7,Single-ply,222.26,129.27,254.01,470.37,90–105
M,,99.7,Single-ply,199.58,124.74,233.6,447.28,90–105
M,,99.7,Single-ply,215.46,127.01,208.65,444.86,90–105
M,,99.7,Single-ply,217.72,122.47,208.65,441.16,90–105
M,,109.7,Single-ply,306.17,167.83,274.42,549.33,105–120
M,,109.7,Single-ply,272.16,151.95,244.94,482.31,105–120
M,,109.7,Single-ply,238.14,158.76,251.74,472.18,105–120
M,,109.7,Single-ply,249.48,142.88,238.14,456.85,105–120
M,,109.7,Single-ply,249.48,133.81,242.67,456.2,105–120
M,,109.7,Single-ply,244.94,129.27,208.65,438.52,105–120
M,,109.7,Single-ply,210.92,138.35,204.12,408.85,105–120
M,,109.7,Single-ply,217.72,129.27,188.24,407.67,105–120
M,,109.7,Single-ply,204.12,124.74,183.7,391.14,105–120
M,,109.7,Single-ply,213.19,127.01,158.76,374.21,105–120
M,,124.7,Single-ply,294.84,170.1,292.57,510.91,120+
M,,124.7,Single-ply,272.16,208.65,226.8,483.03,120+
M,,124.7,Single-ply,278.96,163.29,244.94,465.08,120+
M,,124.7,Single-ply,272.16,145.15,256.28,482.26,120+
M,,124.7,Single-ply,285.76,129.27,249.48,450.51,120+
M,18-19,124.7,Single-ply,249.48,158.76,235.87,447.2,120+
M,,124.7,Single-ply,281.23,131.54,226.8,440.19,120+
M,,124.7,Single-ply,260.82,142.88,229.06,447.28,120+
M,,124.7,Single-ply,265.35,154.22,208.65,442.78,120+
M,,124.7,Single-ply,242.67,142.88,229.06,433.37,120+
M,,51.7,Single-ply,136.08,70.31,124.74,425.82,<60
M,,51.7,Single-ply,88.45,61.23,102.06,341.35,<60
M,,67.1,Single-ply,217.72,102.06,195.04,506.93,60–75
M,,67.1,Single-ply,142.88,68.04,133.81,375.69,60–75
M,,67.1,Single-ply,117.93,70.31,127.01,348.94,60–75
M,,74.8,Single-ply,195.04,120.2,170.1,455.05,60–75
M,,74.8,Single-ply,156.49,102.06,176.9,408.78,60–75
M,,74.8,Single-ply,142.88,113.4,172.37,404.54,60–75
M,,74.8,Single-ply,129.27,65.77,124.74,337.71,60–75
M,,82.1,Single-ply,190.51,145.15,190.51,464.57,75–90
M,,82.1,Single-ply,190.51,117.93,201.85,461.6,75–90
M,,82.1,Single-ply,124.74,92.99,142.88,333.6,75–90
M,,89.8,Single-ply,192.78,124.74,195.04,433.04,75–90
M,,99.7,Single-ply,219.99,133.81,226.8,445.7,90–105
M,,99.7,Single-ply,204.12,142.88,219.99,441.69,90–105
M,,99.7,Single-ply,183.7,108.86,215.46,404.61,90–105
M,,99.7,Single-ply,188.24,111.13,195.04,404.94,90–105
M,,99.7,Single-ply,192.78,92.99,204.12,385.75,90–105
M,18-19,99.7,Single-ply,197.31,102.06,167.83,375.29,90–105
M,,109.7,Single-ply,235.87,124.74,235.87,446.78,105–120
M,,109.7,Single-ply,181.44,113.4,190.51,367.28,105–120
M,,109.7,Single-ply,183.7,111.13,190.51,365.99,105–120
M,,124.7,Single-ply,201.85,124.74,192.78,380.3,120+
M,,124.7,Single-ply,102.06,47.63,113.4,213.48,120+
M,,55.7,Single-ply,151.95,88.45,154.22,461.48,<60
M,,55.7,Single-ply,129.27,52.16,113.4,375.25,<60
M,,59.8,Single-ply,199.58,99.79,208.65,542.63,<60
M,,59.8,Single-ply,145.15,79.38,145.15,413.17,<60
M,,59.8,Single-ply,124.74,90.72,124.74,385.29,<60
M,,67.1,Single-ply,147.42,83.91,154.22,418.53,60–75
M,,67.1,Single-ply,136.08,74.84,163.29,406.15,60–75
M,,67.1,Single-ply,140.61,83.91,145.15,385.09,60–75
M,,67.1,Single-ply,131.54,65.77,127.01,343.08,60–75
M,,67.1,Single-ply,117.93,72.57,117.93,339.87,60–75
M,,67.1,Single-ply,95.25,56.7,111.13,290.3,60–75
M,,67.1,Single-ply,86.18,56.7,99.79,280.26,60–75
M,,74.8,Single-ply,244.94,129.27,229.06,548.36,60–75
M,,74.8,Single-ply,174.63,99.79,185.97,430.11,60–75
M,,74.8,Single-ply,147.42,104.33,201.85,438.32,60–75
M,,74.8,Single-ply,156.49,92.99,165.56,395.43,60–75
M,,74.8,Single-ply,142.88,102.06,165.56,397.89,60–75
M,,74.8,Single-ply,147.42,83.91,140.61,378.62,60–75
M,,74.8,Single-ply,113.4,56.7,154.22,327.53,60–75
M,,82.1,Single-ply,226.8,102.06,215.46,470.93,75–90
M,,82.1,Single-ply,217.72,124.74,190.51,469.48,75–90
M,,82.1,Single-ply,170.1,92.99,158.76,377.17,75–90
M,18-19,82.1,Single-ply,136.08,72.57,149.69,338.79,75–90
M,,82.1,Single-ply,102.06,63.5,111.13,270.04,75–90
M,,89.8,Single-ply,197.31,115.67,210.92,435.94,75–90
M,,89.8,Single-ply,170.1,90.72,204.12,391.18,75–90
M,,89.8,Single-ply,158.76,86.18,165.56,358.2,75–90
M,,99.7,Single-ply,197.31,97.52,179.17,381.26,90–105
M,,99.7,Single-ply,154.22,92.99,170.1,339.85,90–105
M,,99.7,Single-ply,140.61,63.5,142.88,298.51,90–105
M,,99.7,Single-ply,136.08,68.04,108.86,265.69,90–105
M,,109.7,Single-ply,238.14,156.49,254.01,481.01,105–120
M,,109.7,Single-ply,235.87,142.88,210.92,436.88,105–120
M,,109.7,Single-ply,242.67,117.93,204.12,430.01,105–120
M,,109.7,Single-ply,181.44,129.27,201.85,382.01,105–120
M,,109.7,Single-ply,192.78,92.99,170.1,356.88,105–120
M,,124.7,Single-ply,238.14,156.49,226.8,439.04,120+
M,,124.7,Single-ply,149.69,90.72,174.63,316.37,120+
M,,51.7,Single-ply,113.4,52.16,124.74,395.39,<60
M,,51.7,Single-ply,83.91,43.09,97.52,349.95,<60
M,,55.7,Single-ply,147.42,77.11,136.08,434.44,<60
M,,59.8,Single-ply,197.31,106.59,176.9,526.03,<60
M,,59.8,Single-ply,120.2,74.84,129.27,372.11,<60
M,,59.8,Single-ply,115.67,65.77,111.13,343.55,<60
M,,67.1,Single-ply,158.76,95.25,170.1,437.37,60–75
M,,67.1,Single-ply,158.76,86.18,154.22,439.68,60–75
M,,67.1,Single-ply,138.35,83.91,165.56,414.69,60–75
M,,67.1,Single-ply,120.2,83.91,145.15,366.09,60–75
M,,67.1,Single-ply,120.2,92.99,124.74,355.69,60–75
M,,67.1,Single-ply,122.47,74.84,127.01,351.29,60–75
M,,74.8,Single-ply,206.38,111.13,219.99,509.37,60–75
M,,74.8,Single-ply,188.24,111.13,183.7,448.07,60–75
M,,74.8,Single-ply,192.78,99.79,176.9,439.52,60–75
M,,74.8,Single-ply,156.49,111.13,192.78,435.87,60–75
M,,74.8,Single-ply,102.06,74.84,127.01,318.69,60–75
M,,82.1,Single-ply,208.65,133.81,219.99,499.0,75–90
M,,82.1,Single-ply,161.03,120.2,176.9,407.66,75–90
M,,82.1,Single-ply,154.22,102.06,197.31,414.19,75–90
M,,89.8,Single-ply,256.28,145.15,260.82,542.48,75–90
M,,89.8,Single-ply,192.78,142.88,199.58,461.12,75–90
M,,89.8,Single-ply,190.51,129.27,201.85,432.59,75–90
M,,99.7,Single-ply,192.78,124.74,192.78,410.28,90–105
M,,99.7,Single-ply,174.63,90.72,226.8,393.33,90–105
M,,99.7,Single-ply,183.7,88.45,170.1,359.82,90–105
M,,99.7,Single-ply,145.15,88.45,151.95,320.08,90–105
M,,109.7,Single-ply,190.51,115.67,190.51,373.06,105–120
M,,109.7,Single-ply,183.7,127.01,151.95,350.89,105–120
M,,124.7,Single-ply,256.28,142.88,249.48,451.28,120+
M,,124.7,Single-ply,210.92,129.27,190.51,390.34,120+
M,,51.7,Single-ply,102.06,68.04,124.74,387.68,<60
M,,51.7,Single-ply,83.91,47.63,90.72,320.38,<60
M,,55.7,Single-ply,145.15,81.65,161.03,475.58,<60
M,,55.7,Single-ply,129.27,79.38,136.08,414.02,<60
M,,55.7,Single-ply,90.72,52.16,102.06,312.68,<60
M,18-19,59.8,Single-ply,172.37,92.99,181.44,484.47,<60
M,,59.8,Single-ply,129.27,83.91,147.42,404.29,<60
M,,59.8,Single-ply,133.81,83.91,136.08,402.3,<60
M,,59.8,Single-ply,133.81,68.04,142.88,394.19,<60
M,,59.8,Single-ply,129.27,61.23,120.2,359.78,<60
M,,67.1,Single-ply,190.51,102.06,199.58,520.7,60–75
M,,67.1,Single-ply,172.37,129.27,170.1,471.2,60–75
M,,67.1,Single-ply,161.03,83.91,158.76,416.58,60–75
M,,67.1,Single-ply,133.81,90.72,140.61,405.85,60–75
M,,67.1,Single-ply,136.08,74.84,142.88,385.71,60–75
M,,67.1,Single-ply,136.08,65.77,151.95,380.65,60–75
M,,67.1,Single-ply,124.74,65.77,136.08,353.29,60–75
M,,74.8,Single-ply,213.19,102.06,213.19,483.97,60–75
M,,74.8,Single-ply,165.56,97.52,183.7,420.16,60–75
M,,74.8,Single-ply,170.1,83.91,158.76,404.57,60–75
M,,74.8,Single-ply,156.49,92.99,156.49,388.31,60–75
M,,82.1,Single-ply,206.38,147.42,229.06,503.9,75–90
M,,82.1,Single-ply,201.85,136.08,192.78,458.58,75–90
M,,82.1,Single-ply,199.58,111.13,204.12,447.21,75–90
M,,82.1,Single-ply,190.51,108.86,195.04,435.66,75–90
M,,82.1,Single-ply,199.58,88.45,199.58,439.13,75–90
M,,82.1,Single-ply,181.44,102.06,158.76,398.22,75–90
