Sex,AgeClass,WeightClassKg,Equipment,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,IPFPoints,weight_bin
M,24-34,100.0,Raw,200.0,142.5,247.5,526.18,90–105
M,24-34,125.0,Raw,210.0,140.0,272.5,490.63,120+
M,24-34,67.5,Raw,160.0,105.0,202.5,524.17,60–75
M,24-34,75.0,Raw,180.0,115.0,192.5,513.09,60–75
M,24-34,100.0,Raw,250.0,165.0,272.5,617.91,90–105
M,24-34,100.0,Raw,200.0,167.5,250.0,579.07,90–105
M,20-23,100.0,Raw,215.0,102.5,300.0,551.08,90–105
M,45-49,110.0,Raw,227.5,157.5,272.5,571.02,105–120
M,24-34,125.0,Raw,165.0,115.0,217.5,373.55,120+
M,55-59,110.0,Multi-ply,207.5,137.5,182.5,401.62,105–120
M,50-54,100.0,Multi-ply,280.0,227.5,240.0,574.35,90–105
M,45-49,100.0,Wraps,192.5,145.0,150.0,419.2,90–105
M,45-49,110.0,Wraps,215.0,155.0,225.0,498.51,105–120
M,45-49,100.0,Wraps,192.5,145.0,150.0,419.2,90–105
M,40-44,110.0,Wraps,225.0,187.5,235.0,554.78,105–120
M,40-44,100.0,Wraps,182.5,140.0,210.0,487.34,90–105
M,35-39,100.0,Wraps,257.5,175.0,250.0,616.44,90–105
M,24-34,100.0,Wraps,192.5,137.5,285.0,547.8,90–105
M,35-39,100.0,Wraps,240.0,185.0,257.5,623.95,90–105
M,35-39,100.0,Wraps,195.0,130.0,227.5,483.21,90–105
M,35-39,125.0,Wraps,235.0,160.0,230.0,511.65,120+
M,24-34,110.0,Multi-ply,370.0,242.5,275.0,639.22,105–120
M,24-34,100.0,Wraps,255.0,162.5,272.5,624.15,90–105
M,24-34,100.0,Wraps,192.5,137.5,285.0,547.8,90–105
M,24-34,100.0,Wraps,210.0,150.0,227.5,520.19,90–105
M,35-39,100.0,Wraps,182.5,125.0,260.0,498.62,90–105
M,24-34,100.0,Wraps,222.5,122.5,220.0,504.65,90–105
M,24-34,110.0,Wraps,235.0,190.0,265.0,592.27,105–120
M,24-34,110.0,Wraps,245.0,155.0,255.0,572.22,105–120
M,24-34,125.0,Wraps,350.0,197.5,315.0,704.5,120+
M,24-34,125.0,Wraps,310.0,200.0,307.5,677.69,120+
M,18-19,125.0,Wraps,317.5,175.0,277.5,632.5,120+
M,24-34,125.0,Wraps,280.0,150.0,280.0,568.98,120+
M,24-34,125.0,Wraps,222.5,182.5,255.0,519.47,120+
M,24-34,125.0,Wraps,240.0,142.5,255.0,508.24,120+
M,24-34,125.0,Wraps,200.0,115.0,235.0,434.6,120+
M,35-39,125.0,Wraps,205.0,142.5,180.0,413.14,120+
M,24-34,100.0,Wraps,327.5,215.0,340.0,817.43,90–105
M,24-34,100.0,Wraps,320.0,180.0,237.5,675.05,90–105
M,24-34,100.0,Wraps,260.0,160.0,290.0,650.42,90–105
M,24-34,100.0,Wraps,255.0,127.5,255.0,582.2,90–105
M,24-34,100.0,Wraps,227.5,137.5,227.5,544.01,90–105
M,24-34,100.0,Wraps,187.5,130.0,210.0,469.55,90–105
M,24-34,110.0,Wraps,252.5,200.0,277.5,627.4,105–120
M,24-34,110.0,Wraps,175.0,122.5,195.0,409.25,105–120
M,35-39,125.0,Wraps,377.5,182.5,272.5,682.21,120+
M,35-39,125.0,Wraps,335.0,185.0,277.5,659.66,120+
M,24-34,125.0,Wraps,220.0,127.5,250.0,484.15,120+
M,24-34,140.0,Wraps,292.5,175.0,292.5,575.38,120+
F,45-49,67.5,Raw,77.5,50.0,107.5,406.67,60–75
F,40-44,48.0,Raw,60.0,40.0,77.5,333.56,<60
F,20-23,67.5,Raw,122.5,62.5,167.5,600.62,60–75
F,20-23,82.5,Raw,92.5,52.5,137.5,437.31,75–90
F,20-23,60.0,Raw,90.0,67.5,120.0,491.78,<60
F,18-19,67.5,Raw,95.0,55.0,107.5,448.79,60–75
F,16-17,52.0,Raw,70.0,47.5,62.5,332.07,<60
F,16-17,67.5,Raw,77.5,42.5,92.5,358.54,60–75
F,13-15,48.0,Raw,50.0,30.0,90.0,326.93,<60
F,13-15,90.0,Raw,165.0,80.0,167.5,613.5,75–90
F,13-15,90.0,Raw,165.0,80.0,167.5,613.5,75–90
F,40-44,48.0,Raw,60.0,40.0,77.5,333.56,<60
F,13-15,48.0,Raw,50.0,30.0,90.0,326.93,<60
F,24-34,56.0,Raw,80.0,40.0,97.5,396.84,<60
F,40-44,60.0,Raw,120.0,57.5,137.5,566.11,<60
F,24-34,60.0,Raw,102.5,52.5,137.5,526.5,<60
F,24-34,67.5,Raw,90.0,52.5,100.0,416.74,60–75
F,24-34,75.0,Raw,132.5,77.5,177.5,629.19,60–75
F,24-34,75.0,Raw,127.5,60.0,165.0,571.98,60–75
F,24-34,75.0,Raw,112.5,75.0,145.0,533.53,60–75
F,24-34,75.0,Raw,115.0,60.0,115.0,466.04,60–75
F,24-34,75.0,Raw,100.0,57.5,112.5,439.13,60–75
F,24-34,90.0,Raw,150.0,75.0,160.0,573.08,75–90
F,24-34,90.0,Raw,110.0,62.5,127.5,454.85,75–90
F,20-23,60.0,Raw,95.0,65.0,142.5,537.11,<60
F,24-34,60.0,Raw,92.5,60.0,117.5,473.68,<60
F,24-34,75.0,Raw,107.5,60.0,127.5,480.67,60–75
F,24-34,75.0,Raw,95.0,60.0,127.5,454.99,60–75
F,24-34,90.0,Raw,150.0,75.0,160.0,573.08,75–90
M,20-23,82.5,Raw,145.0,102.5,165.0,391.49,75–90
M,20-23,90.0,Raw,190.0,125.0,202.5,477.44,75–90
M,20-23,140.0,Raw,267.5,195.0,285.0,564.85,120+
M,20-23,90.0,Raw,190.0,125.0,202.5,477.44,75–90
M,20-23,140.0,Raw,267.5,195.0,285.0,564.85,120+
M,18-19,82.5,Raw,162.5,97.5,205.0,449.08,75–90
M,18-19,75.0,Raw,165.0,112.5,212.5,511.68,60–75
M,18-19,82.5,Raw,122.5,105.0,182.5,409.8,75–90
M,16-17,60.0,Raw,67.5,52.5,140.0,283.58,<60
M,16-17,67.5,Raw,140.0,90.0,165.0,436.77,60–75
M,16-17,75.0,Raw,177.5,105.0,225.0,534.88,60–75
M,16-17,100.0,Raw,202.5,140.0,242.5,543.35,90–105
M,16-17,140.0,Raw,235.0,137.5,240.0,453.58,120+
M,16-17,56.0,Raw,65.0,40.0,102.5,236.06,<60
M,13-15,56.0,Raw,77.5,42.5,102.5,252.12,<60
M,13-15,140.0,Raw,170.0,97.5,185.0,312.46,120+
M,13-15,67.5,Raw,80.0,47.5,117.5,235.93,60–75
M,13-15,67.5,Raw,80.0,52.5,107.5,245.83,60–75
M,13-15,67.5,Raw,70.0,37.5,92.5,177.68,60–75
F,45-49,56.0,Wraps,120.0,57.5,137.5,580.89,<60
F,40-44,82.5,Wraps,155.0,57.5,165.0,584.51,75–90
F,35-39,52.0,Wraps,77.5,57.5,110.0,462.26,<60
F,24-34,82.5,Wraps,215.0,112.5,217.5,838.34,75–90
F,20-23,56.0,Wraps,112.5,57.5,137.5,564.25,<60
F,20-23,56.0,Wraps,92.5,57.5,135.0,526.94,<60
F,20-23,75.0,Wraps,155.0,70.0,137.5,582.53,60–75
F,20-23,67.5,Wraps,115.0,72.5,155.0,587.8,60–75
F,18-19,56.0,Wraps,92.5,52.5,130.0,499.48,<60
F,18-19,75.0,Wraps,107.5,67.5,120.0,482.6,60–75
F,18-19,75.0,Wraps,117.5,60.0,115.0,488.45,60–75
F,45-49,56.0,Wraps,120.0,57.5,137.5,580.89,<60
F,20-23,56.0,Wraps,112.5,57.5,137.5,564.25,<60
F,24-34,67.5,Wraps,92.5,47.5,117.5,431.47,60–75
F,24-34,75.0,Wraps,137.5,80.0,160.0,605.33,60–75
F,24-34,75.0,Wraps,100.0,67.5,132.5,480.65,60–75
F,35-39,90.0,Wraps,132.5,62.5,152.5,521.47,75–90
F,24-34,90.0,Wraps,67.5,35.0,90.0,294.64,75–90
F,40-44,67.5,Wraps,135.0,105.0,192.5,736.7,60–75
F,24-34,82.5,Wraps,215.0,112.5,217.5,838.34,75–90
M,20-23,82.5,Wraps,197.5,110.0,205.0,506.06,75–90
M,20-23,82.5,Wraps,165.0,105.0,190.0,445.33,75–90
M,20-23,90.0,Wraps,230.0,132.5,242.5,571.65,75–90
M,18-19,90.0,Wraps,260.0,135.0,245.0,612.77,75–90
M,18-19,100.0,Wraps,230.0,132.5,242.5,536.48,90–105
M,18-19,110.0,Wraps,215.0,145.0,250.0,520.45,105–120
M,16-17,82.5,Wraps,227.5,142.5,215.0,591.18,75–90
M,16-17,100.0,Wraps,235.0,130.0,245.0,559.86,90–105
M,16-17,110.0,Wraps,207.5,142.5,235.0,486.37,105–120
M,16-17,125.0,Wraps,245.0,117.5,250.0,492.23,120+
M,16-17,82.5,Wraps,227.5,142.5,215.0,591.18,75–90
M,13-15,67.5,Wraps,142.5,75.0,145.0,410.04,60–75
F,50-54,75.0,Raw,,65.0,,511.3,60–75
F,35-39,90.0,Raw,,62.5,,461.04,75–90
M,45-49,110.0,Raw,,177.5,,619.95,105–120
M,40-44,110.0,Raw,,200.0,,692.31,105–120
M,20-23,75.0,Raw,,122.5,,561.69,60–75
M,16-17,90.0,Raw,,100.0,,387.82,75–90
M,16-17,75.0,Raw,,110.0,,484.02,60–75
M,16-17,75.0,Raw,,110.0,,484.02,60–75
M,13-15,75.0,Raw,,110.0,,488.05,60–75
M,13-15,75.0,Raw,,122.5,,539.75,60–75
M,24-34,82.5,Raw,,140.0,,584.32,75–90
M,35-39,125.0,Raw,,205.0,,687.13,120+
M,35-39,90.0,Raw,,175.0,,685.49,75–90
M,35-39,125.0,Raw,,205.0,,687.13,120+
M,60-64,110.0,Raw,,165.0,,561.74,105–120
M,65-69,125.0,Raw,,125.0,,401.08,120+
M,50-54,90.0,Multi-ply,,182.5,,548.14,75–90
M,50-54,125.0,Multi-ply,,182.5,,464.61,120+
M,45-49,125.0,Raw,,205.0,,666.31,120+
M,45-49,125.0,Raw,,167.5,,555.61,120+
M,40-44,125.0,Multi-ply,,185.0,,471.11,120+
M,24-34,125.0,Raw,,205.0,,692.55,120+
M,35-39,125.0,Raw,,202.5,,670.52,120+
M,24-34,125.0,Raw,,205.0,,692.55,120+
M,35-39,125.0,Raw,,202.5,,670.52,120+
M,18-19,110.0,Multi-ply,,232.5,,584.57,105–120
M,65-69,125.0,Raw,,,180.0,329.24,120+
M,50-54,90.0,Multi-ply,,,155.0,328.28,75–90
M,55-59,100.0,Multi-ply,,,215.0,446.75,90–105
M,55-59,67.5,Raw,,,170.0,439.61,60–75
M,45-49,110.0,Raw,,,227.5,476.53,105–120
M,45-49,125.0,Raw,,,195.0,376.76,120+
M,40-44,90.0,Raw,,,287.5,679.33,75–90
M,40-44,100.0,Raw,,,152.5,312.37,90–105
M,20-23,75.0,Raw,,,192.5,489.29,60–75
M,18-19,75.0,Raw,,,205.0,514.85,60–75
M,24-34,110.0,Raw,,,317.5,692.42,105–120
F,75-79,56.0,Raw,27.5,27.5,80.0,234.33,<60
F,45-49,90.0,Raw,52.5,47.5,132.5,353.16,75–90
F,45-49,75.0,Raw,67.5,50.0,87.5,331.26,60–75
F,40-44,82.5,Wraps,107.5,57.5,127.5,459.84,75–90
F,40-44,75.0,Raw,80.0,50.0,100.0,373.4,60–75
F,40-44,82.5,Raw,87.5,65.0,115.0,414.43,75–90
F,24-34,67.5,Wraps,100.0,70.0,157.5,557.64,60–75
F,35-39,60.0,Raw,92.5,57.5,117.5,475.43,<60
F,35-39,75.0,Raw,80.0,47.5,117.5,392.93,60–75
F,24-34,67.5,Raw,67.5,52.5,102.5,371.34,60–75
F,20-23,75.0,Wraps,115.0,50.0,135.0,490.45,60–75
F,20-23,90.0,Wraps,110.0,52.5,132.5,447.14,75–90
F,20-23,60.0,Raw,115.0,65.0,142.5,570.19,<60
F,20-23,75.0,Raw,107.5,55.0,137.5,486.17,60–75
F,16-17,60.0,Raw,117.5,72.5,150.0,607.31,<60
F,24-34,82.5,Wraps,110.0,62.5,142.5,496.19,75–90
F,40-44,82.5,Wraps,107.5,57.5,127.5,459.84,75–90
F,24-34,82.5,Wraps,85.0,45.0,105.0,364.22,75–90
F,24-34,67.5,Wraps,145.0,72.5,155.0,628.3,60–75
F,24-34,90.0,Wraps,120.0,67.5,137.5,486.94,75–90
F,20-23,90.0,Wraps,110.0,52.5,132.5,447.14,75–90
F,24-34,67.5,Raw,67.5,52.5,102.5,371.34,60–75
F,24-34,75.0,Raw,107.5,70.0,155.0,546.37,60–75
F,24-34,75.0,Raw,115.0,57.5,152.5,537.84,60–75
F,24-34,90.0,Raw,115.0,60.0,142.5,485.81,75–90
F,20-23,56.0,Raw,90.0,60.0,117.5,486.31,<60
F,24-34,56.0,Raw,85.0,55.0,95.0,427.66,<60
F,16-17,60.0,Raw,117.5,72.5,150.0,607.31,<60
F,40-44,67.5,Raw,85.0,75.0,132.5,505.07,60–75
F,24-34,75.0,Wraps,135.0,62.5,137.5,543.22,60–75
F,24-34,82.5,Wraps,127.5,62.5,152.5,528.93,75–90
F,35-39,82.5,Wraps,97.5,50.0,102.5,388.12,75–90
F,24-34,67.5,Raw,137.5,77.5,160.0,642.44,60–75
F,35-39,82.5,Raw,137.5,75.0,160.0,581.41,75–90
F,35-39,56.0,Wraps,95.0,52.5,110.0,469.51,<60
F,24-34,75.0,Wraps,155.0,87.5,155.0,642.69,60–75
F,35-39,75.0,Wraps,102.5,47.5,120.0,445.91,60–75
F,35-39,67.5,Raw,80.0,52.5,100.0,399.68,60–75
F,13-15,52.0,Raw,75.0,45.0,82.5,371.96,<60
M,20-23,90.0,Wraps,220.0,140.0,260.0,605.72,75–90
M,20-23,110.0,Wraps,267.5,177.5,307.5,659.24,105–120
M,20-23,90.0,Multi-ply,235.0,165.0,220.0,509.76,75–90
M,20-23,90.0,Raw,200.0,160.0,275.0,624.64,75–90
M,40-44,100.0,Wraps,267.5,165.0,300.0,674.15,90–105
M,40-44,110.0,Wraps,170.0,137.5,210.0,418.6,105–120
M,50-54,110.0,Wraps,107.5,102.5,185.0,302.39,105–120
M,70-74,90.0,Wraps,117.5,97.5,155.0,319.22,75–90
M,55-59,82.5,Multi-ply,250.0,170.0,205.0,533.84,75–90
M,55-59,90.0,Single-ply,295.0,175.0,250.0,573.39,75–90
M,24-34,75.0,Wraps,192.5,147.5,222.5,603.19,60–75
M,35-39,82.5,Wraps,215.0,147.5,250.0,617.64,75–90
M,24-34,82.5,Wraps,207.5,127.5,250.0,591.9,75–90
M,24-34,82.5,Wraps,155.0,125.0,192.5,472.52,75–90
M,20-23,90.0,Wraps,300.0,192.5,317.5,794.46,75–90
M,24-34,90.0,Wraps,182.5,142.5,210.0,495.96,75–90
M,24-34,100.0,Wraps,247.5,207.5,282.5,680.32,90–105
M,24-34,100.0,Wraps,205.0,195.0,230.0,561.4,90–105
M,24-34,100.0,Wraps,137.5,122.5,210.0,404.74,90–105
M,24-34,110.0,Wraps,262.5,160.0,272.5,613.52,105–120
M,24-34,125.0,Wraps,272.5,205.0,305.0,656.95,120+
M,24-34,67.5,Multi-ply,200.0,135.0,210.0,539.22,60–75
M,24-34,110.0,Single-ply,295.0,210.0,260.0,550.15,105–120
M,35-39,82.5,Wraps,215.0,147.5,250.0,617.64,75–90
M,35-39,100.0,Wraps,230.0,185.0,227.5,585.26,90–105
M,24-34,125.0,Wraps,272.5,205.0,305.0,656.95,120+
M,35-39,140.0,Single-ply,302.5,212.5,272.5,509.24,120+
M,13-15,60.0,Wraps,37.5,47.5,82.5,158.97,<60
M,13-15,90.0,Wraps,52.5,45.0,110.0,148.91,75–90
M,16-17,75.0,Wraps,120.0,85.0,142.5,337.68,60–75
M,18-19,75.0,Wraps,155.0,132.5,175.0,482.02,60–75
M,18-19,140.0,Wraps,257.5,145.0,227.5,467.53,120+
M,13-15,52.0,Multi-ply,57.5,40.0,77.5,266.11,<60
M,13-15,52.0,Single-ply,62.5,37.5,115.0,308.23,<60
M,16-17,82.5,Single-ply,145.0,120.0,175.0,397.41,75–90
M,18-19,90.0,Single-ply,200.0,110.0,227.5,452.34,75–90
M,16-17,100.0,Raw,182.5,125.0,240.0,479.63,90–105
M,55-59,125.0,Single-ply,,137.5,,393.95,120+
M,24-34,100.0,Raw,,232.5,,842.82,90–105
M,24-34,100.0,Raw,,232.5,,842.82,90–105
M,35-39,110.0,Raw,,205.0,,705.95,105–120
M,70-74,90.0,Raw,,,150.0,316.71,75–90
M,,110.0,Raw,151.95,102.06,201.85,377.68,105–120
M,,140.0,Multi-ply,317.51,217.72,249.48,519.55,120+
M,24-34,90.0,Raw,222.26,136.08,258.55,585.8,75–90
M,55-59,110.0,Raw,131.54,95.25,129.27,264.25,105–120
M,24-34,110.0,Multi-ply,410.5,249.48,317.51,690.23,105–120
F,,56.0,Raw,113.4,58.97,113.4,538.1,<60
M,24-34,110.0,Wraps,278.96,183.7,301.64,672.6,105–120
M,18-19,75.0,Wraps,176.9,129.27,208.65,541.14,60–75
F,40-44,90.0,Raw,131.54,72.57,147.42,527.4,75–90
M,,125.0,Multi-ply,326.59,217.72,260.82,540.94,120+
M,,140.0,Multi-ply,226.8,226.8,231.33,459.24,120+
F,,75.0,Raw,90.72,70.31,136.08,478.3,60–75
M,,110.0,Wraps,317.51,61.23,65.77,348.08,105–120
M,16-17,100.0,Multi-ply,299.37,172.37,229.06,542.44,90–105
M,,125.0,Multi-ply,244.94,163.29,204.12,422.33,120+
F,13-15,56.0,Wraps,60.0,30.0,85.0,311.46,<60
F,24-34,60.0,Wraps,115.0,60.0,135.0,553.8,<60
F,24-34,67.5,Wraps,157.5,70.0,160.0,653.15,60–75
F,24-34,82.5,Wraps,165.0,82.5,165.0,644.66,75–90
M,16-17,82.5,Wraps,190.0,105.0,180.0,479.44,75–90
M,24-34,75.0,Wraps,185.0,110.0,200.0,513.87,60–75
M,35-39,82.5,Wraps,140.0,130.0,200.0,456.24,75–90
F,35-39,90.0,Wraps,170.0,105.0,212.5,723.73,75–90
M,20-23,75.0,Wraps,160.0,130.0,220.0,552.45,60–75
M,40-44,82.5,Multi-ply,200.0,162.5,235.0,522.11,75–90
M,24-34,75.0,Raw,,122.5,,542.55,60–75
M,50-54,90.0,Wraps,155.0,155.0,190.0,460.9,75–90
M,20-23,90.0,Wraps,190.0,125.0,205.0,493.28,75–90
M,24-34,100.0,Wraps,205.0,135.0,200.0,477.92,90–105
M,24-34,90.0,Wraps,175.0,140.0,215.0,512.91,75–90
M,45-49,100.0,Wraps,150.0,150.0,220.0,462.64,90–105
M,24-34,100.0,Wraps,210.0,135.0,210.0,483.27,90–105
M,24-34,90.0,Wraps,190.0,140.0,235.0,543.3,75–90
M,45-49,90.0,Wraps,245.0,140.0,245.0,614.6,75–90
M,20-23,100.0,Raw,,150.0,,552.58,90–105
M,60-64,100.0,Multi-ply,,170.0,,501.11,90–105
M,50-54,110.0,Wraps,145.0,105.0,215.0,380.47,105–120
M,40-44,125.0,Wraps,230.0,150.0,230.0,497.47,120+
M,35-39,110.0,Wraps,260.0,160.0,245.0,563.69,105–120
M,20-23,110.0,Wraps,200.0,135.0,250.0,485.15,105–120
M,24-34,140.0,Wraps,230.0,145.0,265.0,486.71,120+
M,50-54,125.0,Wraps,280.0,155.0,265.0,559.13,120+
M,24-34,110.0,Wraps,300.0,180.0,287.5,674.6,105–120
M,24-34,125.0,Wraps,275.0,172.5,300.0,605.58,120+
M,24-34,125.0,Wraps,410.0,235.0,385.0,864.31,120+
M,50-54,140.0,Raw,,140.0,,424.4,120+
M,45-49,125.0,Raw,,185.0,,620.17,120+
M,35-39,140.0,Multi-ply,,300.0,,642.85,120+
M,20-23,140.0,Wraps,230.0,140.0,190.0,424.86,120+
F,24-34,67.5,Wraps,111.13,61.23,142.88,549.43,60–75
F,,82.5,Multi-ply,149.69,124.74,142.88,518.39,75–90
F,,82.5,Multi-ply,174.63,113.4,181.44,576.35,75–90
M,24-34,82.5,Multi-ply,222.26,136.08,219.99,514.64,75–90
M,20-23,140.0,Wraps,238.14,127.01,206.38,423.13,120+
M,24-34,110.0,Multi-ply,281.23,272.16,276.69,586.75,105–120
M,35-39,125.0,Multi-ply,306.17,294.84,265.35,573.02,120+
M,35-39,100.0,Wraps,274.42,190.51,265.35,698.64,90–105
M,,110.0,Multi-ply,376.48,210.92,274.42,617.65,105–120
M,,110.0,Wraps,362.87,208.65,317.51,790.3,105–120
M,35-39,110.0,Multi-ply,,226.8,,588.89,105–120
M,24-34,125.0,Multi-ply,,192.78,,487.65,120+
M,24-34,110.0,Raw,,,272.16,577.2,105–120
M,24-34,125.0,Multi-ply,410.5,265.35,276.69,631.05,120+
M,35-39,125.0,Multi-ply,517.1,367.41,340.19,792.34,120+
M,,125.0,Multi-ply,,,390.09,764.02,120+
M,,110.0,Raw,,158.76,,539.45,105–120
M,24-34,140.0,Multi-ply,,317.51,,657.49,120+
M,40-44,140.0,Multi-ply,,390.09,,802.27,120+
F,16-17,75.0,Wraps,72.57,38.56,102.06,341.56,60–75
F,20-23,67.5,Multi-ply,124.74,83.91,124.74,465.0,60–75
F,40-44,90.0,Multi-ply,165.56,102.06,165.56,511.39,75–90
F,24-34,75.0,Wraps,154.22,99.79,185.97,707.42,60–75
M,18-19,82.5,Wraps,165.56,122.47,210.92,490.96,75–90
M,24-34,125.0,Multi-ply,288.03,199.58,260.82,509.73,120+
M,24-34,100.0,Wraps,260.82,188.24,269.89,649.88,90–105
M,40-44,110.0,Multi-ply,317.51,181.44,276.69,554.11,105–120
M,55-59,100.0,Raw,,92.99,,342.28,90–105
M,45-49,125.0,Multi-ply,,181.44,,487.0,120+
M,35-39,125.0,Multi-ply,,294.84,,670.74,120+
M,45-49,140.0,Multi-ply,,340.19,,718.31,120+
F,20-23,67.5,Wraps,115.0,60.0,162.5,569.35,60–75
F,24-34,82.5,Wraps,122.5,107.5,150.0,597.52,75–90
M,,67.5,Wraps,182.5,115.0,165.0,516.42,60–75
M,18-19,82.5,Wraps,225.0,122.5,260.0,619.6,75–90
M,20-23,90.0,Wraps,190.0,107.5,235.0,510.87,75–90
M,,90.0,Wraps,167.5,115.0,192.5,443.62,75–90
M,35-39,100.0,Wraps,237.5,185.0,232.5,594.24,90–105
M,35-39,100.0,Wraps,237.5,185.0,232.5,594.24,90–105
M,,110.0,Wraps,245.0,207.5,295.0,641.71,105–120
M,35-39,90.0,Raw,,162.5,,626.18,75–90
M,,100.0,Raw,,,272.5,617.25,90–105
M,35-39,82.5,Raw,,15.0,,60.86,75–90
M,45-49,100.0,Raw,,75.0,,273.14,90–105
M,45-49,90.0,Raw,,85.0,,342.53,75–90
M,50-54,75.0,Raw,,85.0,,399.15,60–75
M,16-17,48.0,Raw,,62.5,,419.32,<60
M,16-17,48.0,Raw,,37.5,,280.81,<60
M,18-19,52.0,Raw,,60.0,,362.83,<60
M,20-23,56.0,Raw,,82.5,,477.95,<60
M,18-19,60.0,Raw,,70.0,,371.3,<60
M,18-19,60.0,Raw,,70.0,,374.81,<60
M,20-23,60.0,Raw,,77.5,,420.73,<60
M,18-19,67.5,Raw,,97.5,,503.14,60–75
M,24-34,67.5,Raw,,92.5,,474.41,60–75
M,20-23,67.5,Raw,,95.0,,481.78,60–75
M,24-34,67.5,Raw,,100.0,,487.81,60–75
M,20-23,67.5,Raw,,45.0,,234.57,60–75
M,16-17,75.0,Raw,,70.0,,315.95,60–75
M,20-23,75.0,Raw,,80.0,,375.55,60–75
M,24-34,75.0,Raw,,70.0,,305.92,60–75
M,24-34,75.0,Raw,,115.0,,519.64,60–75
M,18-19,82.5,Raw,,75.0,,318.18,75–90
M,20-23,82.5,Raw,,65.0,,272.83,75–90
M,24-34,82.5,Raw,,107.5,,462.72,75–90
M,24-34,82.5,Raw,,107.5,,448.64,75–90
M,24-34,82.5,Raw,,135.0,,575.85,75–90
M,24-34,82.5,Raw,,165.0,,681.18,75–90
M,20-23,90.0,Raw,,105.0,,426.13,75–90
M,24-34,90.0,Raw,,105.0,,416.8,75–90
M,24-34,90.0,Raw,,112.5,,436.34,75–90
M,20-23,100.0,Raw,,92.5,,343.97,90–105
M,24-34,140.0,Raw,,180.0,,535.05,120+
F,5-12,60.0,Raw,,15.0,,177.44,<60
F,18-19,52.0,Raw,112.5,42.5,130.0,539.59,<60
F,13-15,52.0,Raw,70.0,32.5,77.5,331.51,<60
F,16-17,52.0,Raw,52.5,42.5,80.0,326.38,<60
F,13-15,63.0,Raw,45.0,30.0,75.0,254.6,60–75
F,18-19,72.0,Raw,100.0,37.5,107.5,399.66,60–75
M,16-17,53.0,Raw,90.0,62.5,145.0,388.73,<60
M,16-17,53.0,Raw,87.5,55.0,115.0,323.01,<60
M,18-19,59.0,Raw,95.0,90.0,135.0,375.09,<60
M,16-17,59.0,Raw,105.0,72.5,117.5,362.01,<60
M,16-17,59.0,Raw,77.5,52.5,117.5,271.3,<60
M,16-17,59.0,Raw,42.5,40.0,65.0,128.16,<60
M,18-19,66.0,Raw,130.0,92.5,137.5,427.95,60–75
M,16-17,66.0,Raw,115.0,70.0,145.0,367.23,60–75
M,16-17,66.0,Raw,82.5,57.5,112.5,250.35,60–75
M,13-15,66.0,Raw,72.5,55.0,112.5,256.09,60–75
M,16-17,66.0,Raw,75.0,55.0,87.5,222.56,60–75
M,18-19,74.0,Raw,167.5,110.0,185.0,489.11,60–75
M,18-19,74.0,Raw,182.5,82.5,172.5,451.28,60–75
M,16-17,74.0,Raw,107.5,67.5,132.5,319.06,60–75
M,16-17,74.0,Raw,100.0,67.5,125.0,291.17,60–75
M,16-17,74.0,Raw,95.0,60.0,100.0,244.27,60–75
M,18-19,83.0,Raw,177.5,105.0,187.5,456.85,75–90
M,16-17,83.0,Raw,132.5,75.0,162.5,341.61,75–90
M,16-17,83.0,Raw,107.5,80.0,125.0,294.11,75–90
M,16-17,83.0,Raw,87.5,62.5,137.5,249.07,75–90
M,18-19,93.0,Raw,160.0,122.5,195.0,448.98,90–105
M,16-17,93.0,Raw,132.5,80.0,170.0,347.97,90–105
M,16-17,93.0,Raw,117.5,75.0,147.5,277.83,90–105
M,18-19,105.0,Raw,165.0,125.0,227.5,440.62,90–105
M,18-19,105.0,Raw,140.0,105.0,185.0,359.02,90–105
M,16-17,120.0,Raw,115.0,92.5,150.0,257.67,105–120
M,16-17,120.0,Raw,105.0,70.0,125.0,206.87,105–120
F,13-15,63.0,Raw,49.9,25.0,68.0,240.86,60–75
F,13-15,72.0,Raw,70.3,36.3,36.3,233.2,60–75
F,13-15,84.0,Raw,70.3,38.6,97.5,325.04,75–90
F,16-17,57.0,Raw,65.8,36.3,70.3,303.7,<60
F,16-17,72.0,Raw,136.1,63.5,129.3,566.85,60–75
F,16-17,72.0,Raw,70.3,38.6,90.7,327.1,60–75
F,16-17,84.0,Raw,65.8,38.6,95.3,319.57,75–90
F,13-15,57.0,Raw,52.2,34.0,77.1,288.17,<60
F,18-19,84.0,Raw,133.8,70.3,133.8,517.72,75–90
F,13-15,84.0,Raw,81.7,47.6,115.7,379.18,75–90
F,13-15,47.0,Single-ply,59.0,36.3,74.8,330.65,<60
F,16-17,57.0,Single-ply,86.2,52.2,83.9,370.48,<60
F,13-15,72.0,Single-ply,90.7,45.4,88.5,347.54,60–75
F,16-17,72.0,Single-ply,81.7,43.1,93.0,342.08,60–75
F,13-15,84.0,Single-ply,106.6,56.7,104.3,369.81,75–90
F,18-19,52.0,Single-ply,90.7,45.4,97.5,397.82,<60
F,16-17,57.0,Single-ply,115.7,61.2,124.7,459.09,<60
F,16-17,72.0,Single-ply,117.9,56.7,124.7,416.34,60–75
F,16-17,72.0,Single-ply,111.1,49.9,124.7,408.34,60–75
F,16-17,72.0,Single-ply,90.7,45.4,93.0,355.53,60–75
